host	n_obs_alone	n_obs_with_par	n_obs_tot	known_plant	selection_test_01	phylum	class	order	family	subfamily	tribe	genus	n_in_10_best_march_2019	n_obs_with_col_event	n_col_event
antapistis_poole07	7	5	12	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antapistis	NA	6	6
antapistis_poole09dhj02	27	1	28	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antapistis	NA	22	20
antapistis_poole10	23	2	25	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antapistis	NA	22	20
antapistis_poole11	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antapistis	NA	10	10
anteros_formosus	51	5	56	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Anteros	NA	29	25
anteros_renaldus	32	1	33	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Anteros	NA	26	25
anthoptus_burns33	117	13	130	111	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Anthoptus	NA	101	92
anthoptus_epictetus	135	5	140	51	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Anthoptus	NA	121	109
anthoptus_insignis	36	4	40	25	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Anthoptus	NA	31	30
antiblemma_amalthea	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	22	16
antiblemma_ceras	3	42	45	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	1	1
antiblemma_fuscireticulata	74	6	80	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	62	51
antiblemma_janzen01	38	1	39	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	2	2
antiblemma_janzen34	16	1	17	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	1	1
antiblemma_laranda	21	1	22	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	20	19
antiblemma_phoenicopyra	12	1	13	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	2	2
antiblemma_poole05	58	4	62	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	44	32
antiblemma_poole12	51	9	60	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	39	33
antiblemma_poole22	13	2	15	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	13	12
antiblemma_poole33	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	16	14
antiblemma_tuva	33	1	34	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Antiblemma	NA	25	16
anticarsia_gemmatalis	76	6	82	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Anticarsia	NA	69	47
antichloris_eriphia	14	2	16	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Antichloris	NA	3	3
anticla_antica	20	1	21	0	n	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombycinae	NA	Anticla	NA	1	1
antigonus_erosus	73	12	85	60	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Antigonus	NA	51	51
antiopha_multilinea	33	1	34	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Antiopha	NA	28	27
antirrhea_lindigii	21	5	26	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Antirrhea	NA	21	17
anycles_adusta	26	2	28	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Anycles	NA	13	12
anypsipyla_univitella	0	5	5	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
apatelodes_firmiana	25	1	26	0	n	Arthropoda	Insecta	Lepidoptera	Apatelodidae	Apatelodinae	NA	Apatelodes	NA	25	19
apatelodes_merlona	70	17	87	0	n	Arthropoda	Insecta	Lepidoptera	Apatelodidae	Apatelodinae	NA	Apatelodes	NA	63	47
apatelodes_paratima	0	2	2	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
apela_neobule	62	2	64	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Hemiceratinae	NA	Apela	NA	60	47
aphrissa_statira	67	1	68	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Coliadinae	NA	Aphrissa	NA	56	31
apilocrocis_glaucosia	15	2	17	10	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Apilocrocis	NA	15	15
apogeshna_stenialis	16	5	21	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Apogeshna	NA	7	5
aponia_itzalis	25	1	26	8	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Aponia	NA	16	14
aponia_minnithalis	57	12	69	9	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Aponia	NA	49	26
apotoforma_janzen305	79	9	88	20	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Apotoforma	NA	60	12
arawacus_togarna	51	5	56	0	n	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Theclinae	NA	Arawacus	NA	36	31
archaeoprepona_amphiktion	33	24	57	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Archaeoprepona	NA	33	27
archaeoprepona_camilla	23	7	30	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Archaeoprepona	NA	22	22
archaeoprepona_demophon	41	15	56	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Archaeoprepona	NA	41	38
archaeoprepona_demophoon	93	73	166	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Archaeoprepona	NA	88	67
argon_lota	32	3	35	20	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Argon	NA	30	29
argyroeides_janzen02	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Argyroeides	NA	NA	NA
argyrogramma_verruca	1	2	3	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Plusiinae	Argyrogrammatini	Argyrogramma	NA	1	1
argyrosticta_aurifundens	27	3	30	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronictinae	NA	Argyrosticta	NA	24	11
argyrosticta_bellinita	74	11	85	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronictinae	NA	Argyrosticta	NA	60	31
argyrotome_alba	2	4	6	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Argyrotome	NA	NA	NA
argyrotome_albadhj04	67	1	68	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Argyrotome	NA	66	53
argyrotome_melaedhj02	36	1	37	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Argyrotome	NA	34	21
argyrotome_prospectata	28	1	29	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Argyrotome	NA	27	19
arita_arita	126	3	129	32	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Arita	NA	104	94
aroma_aroma	38	13	51	30	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Aroma	NA	34	30
arsenura_arianae	70	97	167	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Arsenurinae	Arsenurini	Arsenura	NA	62	45
arsenura_batesii	26	1	27	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Arsenurinae	Arsenurini	Arsenura	NA	22	19
arsenura_drucei	35	2	37	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Arsenurinae	Arsenurini	Arsenura	NA	32	29
arteurotia_tractipennis	14	3	17	14	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Arteurotia	NA	14	14
ascalapha_odorata	65	3	68	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Thermesiini	Ascalapha	NA	64	32
asestra_cabiria	15	3	18	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Asestra	NA	15	14
astraptes_alardus	32	59	91	32	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	10	31	30
astraptes_anaphus	1	43	44	0	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	NA	NA
astraptes_audax	85	47	132	72	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	10	80	74
astraptes_augeas	264	206	470	247	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	2	263	260
astraptes_brevicauda	24	9	33	22	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	24	24
astraptes_creteus	4	6	10	2	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	2	2
astraptes_egregius	0	4	4	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astraptes_enotrus	184	23	207	150	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	143	141
astraptes_favilla	75	5	80	71	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	75	71
astraptes_fruticibus	170	71	241	159	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	9	165	155
astraptes_inflatio	195	45	240	181	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	10	187	184
astraptes_obstupefactus	66	17	83	33	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	3	59	56
astraptes_procrastinator	81	2	83	74	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	77	76
astraptes_synecdoche	361	259	620	293	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	1	319	310
astraptes_talus	29	12	41	19	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	28	18
astraptes_tucuti	29	11	40	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Astraptes	NA	27	27
asturodes_fimbriauralis	2	29	31	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Asturodes	NA	NA	NA
asturodes_fimbriauralisdhj01	76	33	109	20	y	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Asturodes	NA	60	47
asturodes_fimbriauralisdhj02	234	73	307	83	y	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Asturodes	NA	176	123
asturodes_fimbriauralisdhj03	58	4	62	12	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Asturodes	NA	30	20
atarnes_sallei	55	43	98	44	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Atarnes	NA	50	49
ategumia_lotanalis	2	227	229	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	NA	NA
ategumia_lotanalisdhj03	128	5	133	61	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	80	45
ategumia_lotanalisdhj05	13	1	14	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	11	6
ategumia_lotanalisdhj07	26	151	177	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	9	8
ategumia_lotanalisdhj08	81	18	99	15	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	39	20
ategumia_lotanalisdhj09	212	54	266	86	y	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	8	139	66
ategumia_lotanalisdhj10	2	1	3	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	2	2
ategumia_lotanalisdhj11	31	2	33	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	19	9
ategumia_matutinalis	0	44	44	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ategumia_matutinalisdhj03	124	7	131	67	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	92	52
ategumia_solis01	80	6	86	10	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Ategumia	NA	53	38
athyrma_tuberosa	11	1	12	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Athyrma	NA	10	10
atlides_polybe	4	1	5	0	n	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Theclinae	NA	Atlides	NA	4	3
atrephes_poole01	37	12	49	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Amphipyrinae	NA	Atrephes	NA	26	26
atrytonopsis_ovinia	1	1	2	0	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Atrytonopsis	NA	1	1
atteva_aurea	151	18	169	0	n	Arthropoda	Insecta	Lepidoptera	Attevidae	Attevinae	NA	Atteva	NA	144	89
atteva_pustulella	1	95	96	0	n	Arthropoda	Insecta	Lepidoptera	Attevidae	Attevinae	NA	Atteva	NA	1	1
atteva_zebra	80	83	163	0	n	Arthropoda	Insecta	Lepidoptera	Attevidae	Attevinae	NA	Atteva	NA	76	46
autochton_burns01	19	6	25	14	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Autochton	NA	15	15
autochton_zarex	20	2	22	15	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Autochton	NA	16	16
automeris_anikmeisterae	84	15	99	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	78	65
automeris_banus	153	37	190	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	5	150	129
automeris_belti	116	18	134	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	6	112	86
automeris_celata	39	1	40	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	38	25
automeris_dagmarae	54	12	66	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	37	32
automeris_exigua	21	3	24	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	21	15
automeris_hamata	20	4	24	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	10	10
automeris_iodhj01	67	1	68	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	50	41
automeris_niepelti	300	2	302	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	246	209
automeris_pallidior	54	11	65	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	52	46
automeris_postalbida	2	83	85	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	2	2
automeris_rubrescens	93	6	99	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	83	55
automeris_tridens	104	46	150	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	7	98	54
automeris_tridensdhj06	1	5	6	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	NA	NA
automeris_zozimanaguana	238	154	392	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	236	157
automeris_zugana	3	1	4	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	3	2
automeris_zuganadhj02	33	1	34	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	32	28
automeris_zuganadhj03	153	8	161	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Automeris	NA	142	105
azeta_ceramina	84	27	111	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Azeta	NA	76	41
azeta_rhodogaster	2	1	3	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Azeta	NA	2	2
bagisara_albicosta	39	10	49	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Bagisarinae	NA	Bagisara	NA	32	21
bagisara_pacifica	28	3	31	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Bagisarinae	NA	Bagisara	NA	23	20
bagisara_repanda	83	61	144	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Bagisarinae	NA	Bagisara	NA	62	44
bagisara_tristicta	18	5	23	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Bagisarinae	NA	Bagisara	NA	18	17
banisia_myrsusalisdhj01	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Striglininae	NA	Banisia	NA	5	3
bardaxima_lucilinea	92	11	103	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Bardaxima	NA	88	56
bardaxima_perses	0	4	4	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
baritius_grandis	17	1	18	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Baritius	NA	16	10
battus_ingenuus	36	2	38	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Battus	NA	30	16
battus_polydamas	14	14	28	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Battus	NA	5	5
belemnia_trotschi	15	6	21	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Belemnia	NA	14	12
bertholdia_albipuncta	75	1	76	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Bertholdia	NA	71	58
bertholdia_specularis	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Bertholdia	NA	22	21
biblis_hyperia	2	8	10	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Biblis	NA	NA	NA
bittacochroma_pylaon	28	10	38	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Bittacochroma	NA	24	24
bleptina_dejecta	1	6	7	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Bleptina	NA	NA	NA
bocchoris_marucalis	35	6	41	13	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Bocchoris	NA	30	23
boriza_tonac	86	33	119	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Boriza	NA	78	45
brenthia_janzen02	21	7	28	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	13	8
brenthia_janzen04	50	12	62	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	29	20
brenthia_janzen05	46	22	68	1	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	20	10
brenthia_janzen07	2	1	3	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	2	1
brenthia_janzen12	1	2	3	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	1	1
brenthia_janzen13	11	1	12	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	9	7
brenthia_janzen14	10	3	13	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	6	5
brenthia_janzen15	27	2	29	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	15	10
brenthia_janzen30	7	7	14	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Brenthiinae	NA	Brenthia	NA	5	3
bulia_mexicana	23	77	100	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Melipotini	Bulia	NA	8	6
bungalotis_astylos	33	1	34	27	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Bungalotis	NA	29	28
bungalotis_diophorus	28	7	35	28	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Bungalotis	NA	27	27
bungalotis_erythus	36	73	109	32	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Bungalotis	NA	32	32
bungalotis_midas	16	2	18	14	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Bungalotis	NA	14	14
cacostatia_sapphira	46	1	47	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Cacostatia	NA	32	28
caio_championi	242	7	249	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Arsenurinae	Arsenurini	Caio	NA	241	3
calephelis_biolep02	23	1	24	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Calephelis	NA	20	16
calephelis_laverna	26	1	27	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Calephelis	NA	19	14
caligo_atreus	43	35	78	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Caligo	1	43	42
caligo_oedipus	25	1	26	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Caligo	NA	20	12
caligo_sulanus	98	26	124	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Caligo	1	92	69
caligo_telamonius	23	43	66	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Caligo	NA	20	18
caligo_telamoniusdhj01	69	2	71	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Caligo	NA	65	57
calledema_plusia	29	54	83	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Calledema	NA	26	25
calliades_zeutus	19	21	40	17	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Calliades	NA	17	17
callicore_bugaba	19	2	21	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Callicore	NA	19	18
callicore_lyca	25	2	27	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Callicore	NA	15	15
callicore_patelina	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Callicore	NA	5	5
callicore_peralta	26	4	30	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Callicore	NA	26	25
callicore_pitheas	16	4	20	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Callicore	NA	12	11
calligrapha_serpentina	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
callimormus_juventus	4	1	5	2	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Callimormus	NA	3	2
callimormus_radiola	9	1	10	2	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Callimormus	NA	8	6
callionima_denticulata	63	33	96	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Callionima	NA	63	54
callionima_falcifera	13	4	17	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Callionima	NA	13	13
callopistria_floridensis	211	65	276	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Eriopinae	NA	Callopistria	NA	181	95
callopistria_mexicana	0	13	13	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
calodesma_maculifrons	151	3	154	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Calodesma	NA	101	60
calpodes_ethlius	60	222	282	47	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Calpodes	NA	56	47
calydna_sturnula	50	9	59	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Calydna	NA	41	22
carales_astur	109	4	113	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Carales	NA	103	89
cargida_pyrrha	47	12	59	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dudusinae	Dudusini	Cargida	NA	46	14
caria_rhacotis	106	22	128	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Caria	NA	48	41
carrhenes_canescens	76	2	78	63	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Carrhenes	NA	63	62
carteris_lineata	34	4	38	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Carteris	NA	28	19
carthara_abrupta	2	20	22	0	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Carthara	NA	NA	NA
carthara_abruptadhj01	10	2	12	3	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Carthara	NA	9	8
carthara_abruptadhj02	119	40	159	35	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Carthara	NA	100	56
carystoides_burns01	233	23	256	156	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystoides	NA	185	180
carystoides_escalantei	2	69	71	2	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystoides	NA	2	2
carystoides_hondura	80	9	89	62	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystoides	NA	61	59
carystoides_janzen03	45	4	49	20	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystoides	NA	18	15
carystoides_orbius	175	32	207	151	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystoides	NA	117	117
carystus_phorcus	79	18	97	59	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Carystus	NA	73	72
catephiodes_trinidadensis	22	2	24	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Catocalinae	NA	Catephiodes	NA	22	18
catoblepia_orgetorix	23	1	24	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Brassolinae	NA	Catoblepia	NA	19	19
